fpl_code,fpl_player_name,fpl_first_name,fpl_second_name,fpl_position,understat_player_id,understat_first_name,understat_second_name,understat_web_name,confidence_level
244858,Carvalho,Fábio,Freitas Gouveia Carvalho,MID,9501,Fábio,Freitas Gouveia Carvalho,Carvalho,HIGH
244860,Hackney,Hayden,Hackney,MID,,,,,NONE
244930,Mighten,Alex,Mighten,MID,10761,Alex,Mighten,Mighten,HIGH
244954,Pau,Pau,Torres,DEF,6221,Pau,Torres,Pau,HIGH
245414,Zaniolo,Nicolò,Zaniolo,MID,6686,Nicolo,Zaniolo,Zaniolo,HIGH
245419,Daka,Patson,Daka,FWD,9738,Patson,Daka,Daka,HIGH
245719,Harwood-Bellis,Taylor,Harwood-Bellis,DEF,8495,Taylor,Harwood-Bellis,Harwood-Bellis,HIGH
245824,Vinicius,Carlos Vinícius,Alves Morais,FWD,7395,Carlos Vinícius,Alves Morais,Vinícius,HIGH
245923,Cundle,Luke,Cundle,MID,8179,Luke,Cundle,Cundle,HIGH
246265,Ndaba,Corrie,Ndaba,DEF,13876,Corrie,Ndaba,Ndaba,HIGH
246301,J.Cuenca,Jorge,Cuenca Barreno,DEF,8489,Jorge,Cuenca Barreno,J.Cuenca,HIGH
247245,Delcroix,Hannes,Delcroix,DEF,11998,Hannes,Delcroix,Delcroix,HIGH
247348,Muñoz,Daniel,Muñoz,DEF,12408,Daniel,Muñoz,Muñoz,HIGH
247412,Strand Larsen,Jørgen,Strand Larsen,FWD,11070,Jørgen,Strand Larsen,Strand Larsen,HIGH
247632,Neto,Pedro,Lomba Neto,MID,6382,Pedro,Lomba Neto,Neto,HIGH
247670,Taty,Valentín,Castellanos,FWD,10948,Valentín,Castellanos,Castellanos,HIGH
247693,Kolo Muani,Randal,Kolo Muani,FWD,5743,Randal,Kolo Muani,Kolo Muani,HIGH
247955,Geertruida,Lutsharel,Geertruida,DEF,13064,Lutsharel,Geertruida,Geertruida,HIGH
248056,Tanaka,Tanaka,Ao,MID,13834,Ao,Tanaka,Tanaka,HIGH
248164,Sinisalo,Viljami,Sinisalo,GK,9967,Viljami,Sinisalo,Sinisalo,HIGH
248857,Madueke,Noni,Madueke,MID,11357,Noni,Madueke,Madueke,HIGH
248859,Diallo,Amadou,Diallo,MID,12200,Amadou,Diallo,Diallo,HIGH
248875,Doku,Jérémy,Doku,MID,8981,Jérémy,Doku,Doku,HIGH
248937,Greenwood,Sam,Greenwood,FWD,9493,Sam,Greenwood,Greenwood,HIGH
249231,Lewis-Potter,Keane,Lewis-Potter,MID,10809,Keane,Lewis-Potter,Lewis-Potter,HIGH
250199,Dominguez,Nicolás,Domínguez,MID,8252,Nicolás,Domínguez,Dominguez,HIGH
250604,Otasowie,Owen,Otasowie,MID,8180,Owen,Otasowie,Otasowie,HIGH
250735,Churlinov,Darko,Churlinov,MID,7790,,,,MEDIUM
421796,Tavares,Sidnei,Tavares,MID,9395,Sidnei,Tavares,Tavares,HIGH
423649,Mwepu,Enock,Mwepu,MID,9734,Enock,Mwepu,Mwepu,HIGH
424001,Vini Souza,Vini,de Souza Costa,MID,10872,Vinicius,Souza,Souza,HIGH
424044,H.Traorè,Hamed,Traorè,MID,6986,Hamed,Traorè,H.Traorè,HIGH
424876,Szoboszlai,Dominik,Szoboszlai,MID,9788,Dominik,Szoboszlai,Szoboszlai,HIGH
427420,Reyna,Giovanni,Reyna,MID,8191,Giovanni,Reyna,Reyna,HIGH
427623,C.Richards,Chris,Richards,DEF,8430,Chris,Richards,Richards,HIGH
427637,Aaronson,Brenden,Aaronson,MID,10751,Brenden,Aaronson,Aaronson,HIGH
428399,João Félix,João,Félix Sequeira,MID,7892,João,Félix Sequeira,João Félix,HIGH
428580,Onyeka,Frank,Onyeka,MID,9681,Frank,Onyeka,Onyeka,HIGH
428626,Placheta,Przemyslaw,Placheta,MID,10097,Przemyslaw,Placheta,Placheta,HIGH
428971,Benda,Steven,Benda,GK,12735,Steven,Benda,Benda,HIGH
429414,Kalajdžić,Saša,Kalajdžić,FWD,8812,Sasa,Kalajdzic,Kalajdžić,HIGH
430367,Mumbongo,Joel,Mumbongo,FWD,8566,Joel,Mumbongo,Mumbongo,HIGH
430871,Cunha,Matheus,Santos Carneiro Da Cunha,FWD,7080,Matheus,Santos Carneiro Da Cunha,Cunha,HIGH
430992,Beck,Owen,Beck,DEF,10119,Owen,Beck,Beck,HIGH
431131,Djenepo,Moussa,Djenepo,MID,7701,Moussa,Djenepo,Djenepo,HIGH
431248,Krejčí,Ladislav,Krejcí,DEF,12721,Ladislav,Krejcí,Krejcí,HIGH
431639,Flemming,Zian,Flemming,FWD,13729,Zian,Flemming,Flemming,HIGH
432160,Baptiste,Shandon,Baptiste,MID,9914,Shandon,Baptiste,Baptiste,HIGH
432422,Tonali,Sandro,Tonali,MID,7958,Sandro,Tonali,Tonali,HIGH
432656,Garcia,Eric,Garcia,DEF,8045,Eric,Garcia,Garcia,HIGH
432711,Egan-Riley,Conrad,Egan-Riley,DEF,10174,CJ,Egan-Riley,Egan-Riley,HIGH
432714,McAtee,James,McAtee,MID,10126,James,McAtee,McAtee,HIGH
432720,Trafford,James,Trafford,GK,9077,James,Trafford,Trafford,HIGH
432735,Idah,Adam,Idah,FWD,8021,Adam,Idah,Idah,HIGH
432830,Collins,Nathan,Collins,DEF,9733,Nathan,Collins,Collins,HIGH
432931,Francois,Tyrese,Francois,MID,9552,Tyrese,Francois,Francois,HIGH
432987,Jaros,Vítezslav,Jaros,GK,13103,Vítezslav,Jaros,Jaros,HIGH
432990,Larouci,Yasser,Larouci,DEF,10041,Yasser,Larouci,Larouci,HIGH
433036,Reijnders,Tijjani,Reijnders,MID,11965,Tijjani,Reijnders,Reijnders,HIGH
433154,McNeil,Dwight,McNeil,MID,6756,Dwight,McNeil,McNeil,HIGH
433312,Munetsi,Marshall,Munetsi,MID,7908,Marshall,Munetsi,Munetsi,HIGH
433590,Drameh,Cody,Drameh,DEF,9499,Cody,Drameh,Drameh,HIGH
433952,Ramazani,Largie,Ramazani,MID,10975,,,,MEDIUM
433969,Suzuki,Zion,Suzuki,GKP,,,,,NONE
433979,Archer,Cameron,Archer,FWD,9912,Cameron,Archer,Archer,HIGH
434024,Gunnarsson,Patrik,Gunnarsson,GK,9688,Patrik,Gunnarsson,Gunnarsson,HIGH
434044,Slicker,Cieran,Slicker,GK,10052,Cieran,Slicker,Slicker,HIGH
434399,Reinildo,Reinildo,Mandava,DEF,7432,,Reinildo,Reinildo,HIGH
434662,Dervişoğlu,Halil,Dervişoğlu,FWD,9686,Halil,Dervişoğlu,Dervişoğlu,HIGH
434752,Bijol,Jaka,Bijol,DEF,6807,Jaka,Bijol,Bijol,HIGH
435973,Foster,Lyle,Foster,FWD,7498,Lyle,Foster,Foster,HIGH
435997,Okafor,Noah,Okafor,MID,11966,Noah,Okafor,Okafor,HIGH
436234,Bryan,Bryan,Gil Salvatierra,MID,7338,Bryan,Gil Salvatierra,Bryan,HIGH
436416,Mandas,Christos,Mandas,GKP,12043,,,,MEDIUM
436680,Stolarczyk,Jakub,Stolarczyk,GK,13301,Jakub,Stolarczyk,Stolarczyk,HIGH
436761,Kitching,Liam,Kitching,DEF,,,,,NONE
436893,J.Araujo,Julián,Araujo Zúñiga,DEF,11745,Julián,Araujo Zúñiga,J.Araujo,HIGH
437468,Sergio Gómez,Sergio,Gómez,DEF,6656,Sergio,Gómez,Gómez,HIGH
437495,Meslier,Illan,Meslier,GK,8715,Illan,Meslier,Meslier,HIGH
437499,Lacroix,Maxence,Lacroix,DEF,8853,Maxence,Lacroix,Lacroix,HIGH
437505,Isidor,Wilson,Isidor,FWD,7148,Wilson,Isidor,Isidor,HIGH
437626,Tavares,Nuno,Varela Tavares,DEF,9691,Nuno,Varela Tavares,Tavares,HIGH
437688,Richards,Lewis,Richards,DEF,9082,Lewis,Richardson,Richardson,HIGH
437730,Semenyo,Antoine,Semenyo,MID,11363,Antoine,Semenyo,Semenyo,HIGH
437738,Bornauw,Sebastiaan,Bornauw,DEF,7791,Sebastiaan,Bornauw,Bornauw,HIGH
437742,Sambi Lokonga,Albert,Sambi Lokonga,MID,9689,Albert,Sambi Lokonga,Sambi,HIGH
437748,M.Trésor,Mike,Trésor,MID,12094,Mike,Trésor,Trésor,HIGH
437753,Biancone,Giulian,Biancone,DEF,7282,Giulian,Biancone,Biancone,HIGH
437757,Massengo,Han-Noah,Massengo,MID,7264,Han-Noah,Massengo,Massengo,HIGH
437858,Vitinha,Vitor,Ferreira,MID,8777,Vitinha,,Vitinha,HIGH
438098,Fábio Vieira,Fábio,Ferreira Vieira,MID,11007,Fábio,Ferreira Vieira,Fábio Vieira,HIGH
438234,Marmoush,Omar,Marmoush,FWD,8393,Omar Khaled Mohamed Abd Elsala,Marmoush,Marmoush,MEDIUM
438277,Kabak,Ozan,Kabak,DEF,7376,Ozan,Kabak,Kabak,HIGH
438464,C.Doucouré,Cheick,Doucouré,MID,8666,Cheick,Doucouré,C.Doucouré,HIGH
439135,Cashin,Eiran,Cashin,DEF,13459,Eiran,Cashin,Cashin,HIGH
439485,Martin,Josh,Martin,MID,8455,Josh,Martin,Martin,HIGH
439509,Tzolis,Christos,Tzolis,MID,9746,Christos,Tzolis,Tzolis,HIGH
439668,Eccles,Josh,Eccles,MID,,,,,NONE
440089,Damsgaard,Mikkel,Damsgaard,MID,8859,Mikkel,Damsgaard,Damsgaard,HIGH
440120,Chesters,Daniel,Chesters,MID,10424,Daniel,Chesters,Chesters,HIGH
440148,Morton,Tyler,Morton,MID,10091,Tyler,Morton,Morton,HIGH
440323,Broja,Armando,Broja,FWD,8384,Armando,Broja,Broja,HIGH
440854,Kiwior,Jakub,Kiwior,DEF,10012,Jakub,Kiwior,Kiwior,HIGH
440955,Rusyn,Nazarii,Rusyn,FWD,,,,,NONE
440993,Ndiaye,Iliman,Ndiaye,FWD,9307,Iliman,Ndiaye,Ndiaye,HIGH
441024,Ashby,Harrison,Ashby,DEF,10061,Harrison,Ashby,Ashby,HIGH
441164,Pedro Porro,Pedro,Porro,DEF,6912,Pedro,Porro,Pedro Porro,HIGH
441191,Livramento,Tino,Livramento,DEF,9512,Tino,Livramento,Livramento,HIGH
441192,Sarmiento,Jeremy,Sarmiento Morante,MID,10036,Jeremy,Sarmiento Morante,Sarmiento,HIGH
441240,Faivre,Romain,Faivre,MID,6420,Romain,Faivre,Faivre,HIGH
441264,Brobbey,Brian,Brobbey,FWD,9789,Brian,Brobbey,Brobbey,HIGH
441266,Gravenberch,Ryan,Gravenberch,MID,10697,Ryan,Gravenberch,Gravenberch,HIGH
441271,Hoever,Ki-Jana,Hoever,DEF,8351,Ki-Jana,Hoever,Hoever,HIGH
441302,Maatsen,Ian,Maatsen,DEF,11807,Ian,Maatsen,Maatsen,HIGH
441428,Quansah,Jarell,Quansah,DEF,10187,Jarell,Quansah,Quansah,HIGH
441455,Vitinho,Victor,da Silva,DEF,11700,Vitinho,,Vitinho,HIGH
442335,Kayembe,Edo,Kayembe,MID,10290,Edo,Kayembe,Kayembe,HIGH
442967,Maeda,Daizen,Maeda,MID,,,,,NONE
443211,Norrington-Davies,Rhys,Norrington-Davies,DEF,12291,Rhys,Norrington-Davies,Norrington-Davies,HIGH
443261,J.Clarke,Jack,Clarke,MID,13019,Jack,Clarke,J.Clarke,HIGH
443296,Corbeanu,Theo,Corbeanu,MID,9209,Theo,Corbeanu,Corbeanu,HIGH
443661,Olise,Michael,Olise,MID,9948,Michael,Olise,Olise,HIGH
443967,Firpo,Héctor Junior,Firpo Adames,DEF,6485,Junior,Firpo Adames,Firpo,HIGH
444102,Evanilson,Francisco Evanilson,de Lima Barbosa,FWD,12963,Francisco Evanilson,de Lima Barbosa,Evanilson,HIGH
444145,Martinelli,Gabriel,Martinelli Silva,MID,7752,Gabriel,Martinelli Silva,Martinelli,HIGH
444172,Dennis,Will,Dennis,GK,10748,Will,Dennis,Dennis,HIGH
444180,Anthony,Jaidon,Anthony,MID,10746,Jaidon,Anthony,Anthony,HIGH
444307,Lo-Tutala,Thimothée,Lo-Tutala,GKP,,,,,NONE
444463,W.Fofana,Wesley,Fofana,DEF,7589,Wesley,Fofana,W.Fofana,HIGH
444765,Van den Berg,Sepp,van den Berg,DEF,10721,Sepp,van den Berg,Van den Berg,HIGH
444884,Elliott,Harvey,Elliott,MID,7546,Harvey,Elliott,Elliott,HIGH
445028,Morita,Hidemasa,Morita,MID,,,,,NONE
445044,Kulusevski,Dejan,Kulusevski,MID,6691,Dejan,Kulusevski,Kulusevski,HIGH
445087,Araujo,Ronald,Araujo,DEF,,,,,NONE
445122,J.Timber,Jurriën,Timber,DEF,11707,Jurriën,Timber,J.Timber,HIGH
445548,Offiah,Odeluga,Offiah,DEF,10453,Odeluga,Offiah,Offiah,HIGH
446008,Mbeumo,Bryan,Mbeumo,MID,6552,Bryan,Mbeumo,Mbeumo,HIGH
446281,Springett,Tony,Springett,MID,10525,Tony,Springett,Springett,HIGH
447093,Tchaptchet,Allan,Tchaptchet,DEF,9257,Allan,Tchaptchet,Tchaptchet,HIGH
447203,Darwin,Darwin,Núñez Ribeiro,FWD,10720,Darwin,Núñez Ribeiro,Darwin,HIGH
447325,Tyrer,Harry,Tyrer,GKP,9411,,,,MEDIUM
447715,Ramsey,Aaron,Ramsey,MID,9913,Aaron,Ramsey,Ramsey,HIGH
447720,Samuels,Imari,Samuels,DEF,11571,Imari,Samuels,Samuels,HIGH
447880,Wilson-Esbrand,Josh,Wilson-Esbrand,DEF,10005,Josh,Wilson-Esbrand,Wilson-Esbrand,HIGH
447932,Zemura,Jordan,Zemura,DEF,10740,Jordan,Zemura,Zemura,HIGH
448047,Enzo,Enzo,Fernández,MID,11356,Enzo,Fernández,Enzo,HIGH
448089,J.Gomes,João Victor,Gomes da Silva,MID,11384,João Victor,Gomes da Silva,João Gomes,HIGH
448104,Hincapie,Piero,Hincapié,DEF,9911,Piero,Hincapié,Hincapié,HIGH
448487,Söndergaard,Andreas,Söndergaard,GK,9223,Andreas,Söndergaard,Söndergaard,HIGH
448514,Aït-Nouri,Rayan,Aït-Nouri,DEF,6674,Rayan,Aït-Nouri,Aït-Nouri,HIGH
448791,White,Harvey,White,MID,8458,Harvey,White,White,HIGH
449027,Mamardashvili,Giorgi,Mamardashvili,GK,9693,Giorgi,Mamardashvili,Mamardashvili,HIGH
449428,Jacob,Matty,Jacob,DEF,,,,,NONE
449429,Greaves,Jacob,Greaves,DEF,12745,Jacob,Greaves,Greaves,HIGH
449434,Elanga,Anthony,Elanga,MID,9524,Anthony,Elanga,Elanga,HIGH
449781,Jankewitz,Alexandre,Jankewitz,MID,8511,Alexandre,Jankewitz,Jankewitz,HIGH
449871,Onana,Amadou,Onana,MID,9667,Amadou,Onana,Onana,HIGH
449988,Fábio Silva,Fábio,Silva,FWD,8778,Fabio,Silva,Fabio Silva,HIGH
450070,Summerville,Crysencio,Summerville,MID,9492,Crysencio,Summerville,Summerville,HIGH
450072,Sambo,Shurandy,Sambo,DEF,,,,,NONE
450434,Undav,Deniz,Undav,FWD,10804,Deniz,Undav,Undav,HIGH
450527,Salisu,Mohammed,Salisu,DEF,6923,Mohammed,Salisu,Salisu,HIGH
450529,Bate,Lewis,Bate,MID,8544,Lewis,Bate,Bate,HIGH
450535,Ebiowei,Malcolm,Ebiowei,MID,10698,Malcolm,Ebiowei,Ebiowei,HIGH
450539,Peart-Harris,Myles,Peart-Harris,MID,10205,Myles,Peart-Harris,Peart-Harris,HIGH
450542,Rak-Sakyi,Jesurun,Rak-Sakyi,MID,9461,Jesurun,Rak-Sakyi,Rak-Sakyi,HIGH
450550,Stevens,Finley,Stevens,DEF,9916,Finley,Stevens,Stevens,HIGH
451284,van Ewijk,Milan,van Ewijk,DEF,,,,,NONE
451302,Bayindir,Altay,Bayindir,GK,12054,Altay,Bayindir,Altay,HIGH
451340,Mitoma,Mitoma,Kaoru,MID,10806,Kaoru,Mitoma,Mitoma,LOW
451432,David Carmo,David,Mota Veiga Teixeira do Carmo,DEF,,,,,NONE
451490,Costinha,João Pedro,Loureiro da Costa,DEF,,,,,NONE
454490,Svoboda,Michael,Svoboda,DEF,9887,,,,MEDIUM
454667,Cajuste,Jens,Cajuste,MID,10301,Jens,Cajuste,Cajuste,HIGH
455084,Davis,Leif,Davis,DEF,8919,Leif,Davis,Davis,HIGH
456350,Bazunu,Gavin,Bazunu,GK,10765,Gavin,Bazunu,Bazunu,HIGH
456512,Ndoye,Dan,Ndoye,MID,8662,Dan,Ndoye,Ndoye,HIGH
456966,Watts,Caleb,Watts,MID,9256,Caleb,Watts,Watts,HIGH
457569,Petrović,Đorđe,Petrović,GK,12032,Đorđe,Petrović,Petrović,HIGH
458249,Zirkzee,Joshua,Zirkzee,FWD,8044,Joshua,Zirkzee,Zirkzee,HIGH
458297,Ekwah,Pierre,Ekwah Elimby,MID,10284,,,,MEDIUM
460028,Colwill,Levi,Colwill,DEF,10805,Levi,Colwill,Colwill,HIGH
460029,Young-Coombes,Nathan,Young-Coombes,FWD,10150,Nathan,Young-Coombes,Young-Coombes,HIGH
460842,Kudus,Mohammed,Kudus,MID,12027,Mohammed,Kudus,Kudus,HIGH
461025,Butler-Oyedeji,Nathan,Butler-Oyedeji,FWD,11272,Nathan,Butler-Oyedeji,Butler-Oyedeji,HIGH
461026,Campbell,Chem,Campbell,MID,9741,Chem,Campbell,Campbell,HIGH
461096,Richardson,Lewis,Richardson,FWD,9082,Lewis,Richardson,Richardson,HIGH
461102,Thomas,Bobby,Thomas,DEF,8483,Bobby,Thomas,Thomas,HIGH
461188,Humphreys,Bashir,Humphreys,DEF,11243,Bashir,Humphreys,Humphreys,HIGH
461195,Cirkin,Dennis,Cirkin,DEF,8537,Dennis,Cirkin,Cirkin,HIGH
461199,Mundle,Romaine,Mundle,MID,11461,Romaine,Mundle,Mundle,HIGH
461201,Craig,Matthew,Craig,MID,10579,Matthew,Craig,Craig,HIGH
461358,J.Alvarez,Julián,Álvarez,FWD,10846,Julián,Álvarez,Álvarez,HIGH
461416,Cannon,Tom,Cannon,FWD,11232,Thomas,Cannon,Cannon,HIGH
461421,Dobbin,Lewis,Dobbin,MID,10027,Lewis,Dobbin,Dobbin,HIGH
461446,Onyango,Tyler,Onyango,MID,9287,Tyler,Onyango,Onyango,HIGH
461453,Warrington,Lewis,Warrington,MID,10775,Lewis,Warrington,Warrington,HIGH
461484,White,Joe,White,MID,9959,Joe,White,White,HIGH
461537,Mee,Dermot,Mee,GKP,12531,,,,MEDIUM
461566,Fish,William,Fish,DEF,9557,William,Fish,Fish,HIGH
461567,Dodgson,Owen,Dodgson,DEF,9827,,,,MEDIUM
461584,Marcal,Wanya,Marçal-Madivádua,MID,11368,Wanya,Marçal-Madivadua,Marçal-Madivadua,HIGH
461587,McAteer,Kasey,McAteer,MID,10166,Kasey,McAteer,McAteer,HIGH
461682,B.Aguilera,Brandon,Aguilera Zamora,MID,12034,Brandon,Aguilera,Aguilera,HIGH
462116,Todibo,Jean-Clair,Todibo,DEF,6816,Jean-Clair,Todibo,Todibo,HIGH
462381,Marschall,Filip,Marschall,GK,10173,Filip,Marschall,Marschall,HIGH
462387,Al-Hamadi,Ali,Al-Hamadi,FWD,12751,Ali,Al-Hamadi,Al-Hamadi,HIGH
462424,Saliba,William,Saliba,DEF,6888,William,Saliba,Saliba,HIGH
462492,Gauci,Joe,Gauci,GK,12445,Joe,Gauci,Gauci,HIGH
462635,Gelhardt,Joe,Gelhardt,FWD,9339,Joe,Gelhardt,Gelhardt,HIGH
463034,Delap,Liam,Delap,FWD,8868,Liam,Delap,Delap,HIGH
463067,Georginio,Georginio,Rutter,MID,6937,Georginio,Rutter,Rutter,MEDIUM
463210,Charles,Shea,Charles,MID,11594,Shea,Charles,Charles,HIGH
463212,Forbs,Carlos Roberto,Forbs Borges,MID,13092,Carlos Roberto,Forbs Borges,Forbs,HIGH
463726,Dedić,Amar,Dedic,DEF,,,,,NONE
463748,Hein,Karl,Hein,GK,9692,Karl,Hein,Hein,HIGH
463903,Lindstrøm,Jesper,Lindstrøm,MID,9752,Jesper,Lindstrøm,Lindstrøm,HIGH
463936,Gittens,Jamie,Bynoe-Gittens,MID,10542,Jamie,Bynoe-Gittens,Bynoe-Gittens,HIGH
463981,Hill,James,Hill,DEF,10747,James,Hill,Hill,HIGH
464353,Davies,Harvey,Davies,GK,11028,Harvey,Davies,H.Davies,HIGH
464618,McCarron,Liam,McCarron,MID,9933,Liam,McCarron,McCarron,HIGH
465247,Lammens,Senne,Lammens,GK,14056,Senne,Lammens,Lammens,HIGH
465351,Matheus N.,Matheus Luiz,Nunes,MID,11000,Matheus Luiz,Nunes,Matheus,HIGH
465390,Kesler-Hayden,Kaine,Kesler-Hayden,DEF,9409,Kaine,Hayden,Hayden,MEDIUM
465525,Matazo,Eliot,Matazo,MID,8644,,,,MEDIUM
465527,Hannibal,Hannibal,Mejbri,MID,9558,Hannibal,Mejbri,Mejbri,MEDIUM
465572,Khadra,Reda,Khadra,MID,9250,Reda,Khadra,Khadra,HIGH
465607,Ansu Fati,Anssumane,Fati Vieira,MID,7967,Anssumane,Fati,Fati,HIGH
465642,Thiaw,Malick,Thiaw,DEF,8378,Malick,Thiaw,Thiaw,HIGH
465680,Kalimuendo,Arnaud,Kalimuendo,FWD,8056,Arnaud,Kalimuendo Muinga,Kalimuendo Muinga,HIGH
465694,N.Gonzalez,Nico,González,MID,9802,Nico,González,González,HIGH
465702,Pembele,Timothée,Pembélé,DEF,8701,,,,MEDIUM
465730,De Cuyper,Maxim,De Cuyper,DEF,13711,Maxim,De Cuyper,De Cuyper,HIGH
465920,Mudryk,Mykhailo,Mudryk,MID,11305,Mykhailo,Mudryk,Mudryk,HIGH
466052,Cherki,Rayan,Cherki,MID,8094,Mathis,Cherki,Cherki,HIGH
466075,Calafiori,Riccardo,Calafiori,DEF,8129,Riccardo,Calafiori,Calafiori,HIGH
466117,Ahamada,Naouirou,Ahamada,MID,9274,Naouirou,Ahamada,Ahamada,HIGH
466404,Omobamidele,Andrew,Omobamidele,DEF,9833,Andrew,Omobamidele,Omobamidele,HIGH
466525,Stach,Anton,Stach,MID,9910,Anton,Stach,Stach,HIGH
467169,Antony,Antony Matheus,dos Santos,MID,11094,Antony Matheus,dos Santos,Antony,HIGH
467189,Hermansen,Mads,Hermansen,GK,12910,Mads,Hermansen,Hermansen,HIGH
467779,Wieffer,Mats,Wieffer,MID,12758,Mats,Wieffer,Wieffer,HIGH
469130,Lucca,Lorenzo,Lucca,FWD,11936,Lorenzo,Lucca,Lucca,HIGH
469142,Van Hecke,Jan Paul,van Hecke,DEF,10807,Jan Paul,van Hecke,Van Hecke,HIGH
469247,Iling Jr,Samuel,Iling-Junior,MID,10616,Samuel,Iling-Junior,Iling Jr,HIGH
469266,Gourna-Douath,Lucas,Gourna-Douath,MID,,,,,NONE
469272,Tchaouna,Loum,Tchaouna,MID,9977,Loum,Tchaouna,Tchaouna,HIGH
470294,Gyabi,Darko,Gyabi,MID,10752,Darko,Gyabi,Gyabi,HIGH
470313,Woltemade,Nick,Woltemade,FWD,8117,Nick,Woltemade,Woltemade,HIGH
470315,Netz,Luca,Netz,DEF,8401,Luca,Netz,Netz,HIGH
470551,Horníček,Lukás,Hornícek,GKP,,,,,NONE
471471,Louza,Imrân,Louza,MID,7278,Imrân,Louza,Louza,HIGH
471798,Slonina,Gabriel,Słonina,GKP,13854,,,,MEDIUM
471848,Seriki,Femi,Seriki,MID,9540,Femi,Seriki,Seriki,HIGH
472464,Shoretire,Shola,Shoretire,MID,9359,Shola,Shoretire,Shoretire,HIGH
472713,Hickey,Aaron,Hickey,DEF,8942,Aaron,Hickey,Hickey,HIGH
472739,Rushworth,Carl,Rushworth,GK,12760,Carl,Rushworth,Rushworth,HIGH
472769,O’Reilly,Nico,O'Reilly,MID,11592,Nico,O'Reilly,O'Reilly,HIGH
473284,Tzolakis,Konstantinos,Tzolakis,GKP,,,,,NONE
473341,Okoli,Caleb,Okoli,DEF,7333,Caleb,Okoli,Okoli,HIGH
473342,McKinstry,Stuart,McKinstry,MID,10001,Stuart,McKinstry,McKinstry,HIGH
474120,Enciso,Julio,Enciso,MID,11058,Julio,Enciso,Enciso,HIGH
474907,Welch,Reece,Welch,DEF,9469,,,,MEDIUM
475123,C.Miguel,Carlos Miguel,dos Santos Pereira,GK,12764,Carlos Miguel,dos Santos Pereira,C.Miguel,HIGH
475168,João Pedro,João Pedro,Junqueira de Jesus,FWD,8272,João Pedro,Junqueira de Jesus,João Pedro,HIGH
475480,Baker-Boaitey,Benicio,Baker-Boaitey,MID,12204,Benicio,Baker-Boaitey,Baker-Boaitey,HIGH
476344,Duran,Jhon,Durán,FWD,11366,Jhon,Durán,Durán,HIGH
476369,Kaboré,Issa,Kaboré,DEF,9619,Issa,Kaboré,Kaboré,HIGH
476502,B.Traore,Boubacar,Traoré,MID,8119,Boubacar,Traoré,Traoré,HIGH
476887,Bakwa,Dilane,Bakwa,MID,8920,Dilane,Bakwa,Bakwa,HIGH
476888,Mara,Sékou,Mara,FWD,8970,Sékou,Mara,Mara,HIGH
477064,Lewis,Rico,Lewis,DEF,10847,Rico,Lewis,Lewis,HIGH
477386,Bella-Kotchap,Armel,Bella-Kotchap,DEF,9710,Armel,Bella-Kotchap,Bella-Kotchap,HIGH
477424,Gvardiol,Joško,Gvardiol,DEF,9790,Joško,Gvardiol,Gvardiol,HIGH
477547,Hjelde,Leo Fuhr,Hjelde,DEF,10028,Leo,Fuhr Hjelde,Hjelde,HIGH
477555,Bobb,Oscar,Bobb,MID,11903,Oscar,Bobb,Bobb,HIGH
477580,Zabarnyi,Illia,Zabarnyi,DEF,11486,Illia,Zabarnyi,Zabarnyi,HIGH
477717,Estève,Maxime,Esteve,DEF,9487,Maxime,Estève,Estève,HIGH
477851,Ba,Abdoullah,Ba,MID,,,,,NONE
478028,Kayky,Kayky da Silva,Chagas,FWD,10203,Kayky,,Kayky,HIGH
478912,Chukwuemeka,Carney,Chukwuemeka,MID,9356,Carney,Chukwuemeka,Chukwuemeka,HIGH
478969,Ekdal,Hjalmar,Ekdal,DEF,11704,Hjalmar,Ekdal,Ekdal,HIGH
479683,Marquinhos,Marcus,Oliveira Alencar,MID,11035,Marquinhos,,Marquinhos,HIGH
480455,Branthwaite,Jarrad,Branthwaite,DEF,8476,Jarrad,Branthwaite,Branthwaite,HIGH
480457,Rudoni,Jack,Rudoni,MID,,,,,NONE
481283,Wright,James,Wright,GKP,11488,,,,MEDIUM
481405,Bidstrup,Mads,Bidstrup,MID,9682,Mads,Bidstrup,Bidstrup,HIGH
481510,Kristiansen,Victor,Kristiansen,DEF,11367,Victor,Kristiansen,Kristiansen,HIGH
481624,Jaden,Jaden,Philogene,MID,9415,Jaden,Philogene-Bidace,Philogene-Bidace,LOW
481655,Zubimendi,Martín,Zubimendi Ibáñez,MID,7526,Martín,Zubimendi,Zubimendi,HIGH
482158,Bergström,Lucas,Bergström,GK,11809,Lucas,Bergström,Bergström,HIGH
482442,P.M.Sarr,Pape Matar,Sarr,MID,9021,Pape Matar,Sarr,Sarr,HIGH
482609,Gusto,Malo,Gusto,DEF,9017,Malo,Gusto,Gusto,HIGH
482769,Perrone,Máximo,Perrone,MID,11378,Máximo,Perrone,Perrone,HIGH
482973,Igor Jesus,Igor Jesus,Maciel da Cruz,FWD,13778,Igor,Jesus,Jesus,HIGH
483067,Silva,António João,Pereira de Albuquerque Tavares da Silva,DEF,,,,,NONE
483081,R.Gomes,Rodrigo,Martins Gomes,MID,12756,Rodrigo,Martins Gomes,R.Gomes,HIGH
483364,Hegyi,Krisztián,Hegyi,GKP,11369,,,,MEDIUM
